1,2,3,4,5,6,7,8,9,10
,,,,,,,,69.8,
,,,,,,,90.1,,
,,,,,,,,,211
,,,,,26.7,,,,
,,,,,,,-17.3,,
,,,,11.8,,,,,
,,,,,,,296,,
,,,,,,,,51.9,
,,,,12.7,,,,,
,,,,,,,108.6,,
,,,,84.3,,,,,
,,,,,,,,,249.9
,,,,11.4,,,,,
,,,,,,,,,239.7
,-1.7,,,,,,,,
,,,,,,,136,,
,,,,,82.5,,,,
,,,,,,,,,12.6
,,,,,,,,,103
,,83.3,,,,,,,
,,39.6,,,,,,,
,,,,,,,,59.1,
,,,,,,,,,70
,,,,,,,,,-55.4
,,,,,,163.6,,,
,,,,,,,103.9,,
,,,,,71.8,,,,
,,,,48.2,,,,,
,,,,,,,,110.8,
,,,,,,,,,222.4
,,,,,,130.4,,,
,-10.7,,,,,,,,
,,,,,,,,,211.2
,38,,,,,,,,
,,,,56.5,,,,,
,,,,,,,,-182.8,
,,,,,,66.7,,,
,,,,,,,118.2,,
,,,,,,83.1,,,
,,,,11.3,,,,,
,,,,,,,,,81.4
,,,,,36.4,,,,
,,,,,,,,14.4,
,,,,,,,,,57.4
,,,,,,,,177.6,
,,,,,6.4,,,,
,,,,,,,,,225.7
,,,,0.2,,,,,
,,,,,,-7.2,,,
,,122.1,,,,,,,
,,,,,,182.3,,,
,,,,26,,,,,
,,,,,-32.5,,,,
,,,,,,,,139.5,
,,,,,86.8,,,,
,,,,,,111.4,,,
,,,,,,,,,153.8
,,,,,,177.3,,,
,,,,,,,121.8,,
,,,,,,,,234,
,,-2,,,,,,,
,,,,89.5,,,,,
,,,,,,56.5,,,
,,,,,,,,,145.4
,,,,,,,,52.1,
,,,,,,,,,-47.2
,,,,,,187.7,,,
,,,,,,,,191.4,
,,,,,,,,183.5,
,,,,,,,179.1,,
,,,,,,133.4,,,
,,,,,,,,,269.2
,,,19.4,,,,,,
,,,,235.5,,,,,
,,,148.8,,,,,,
,,,,,,,52.8,,
,,,,,,144.4,,,
,20.6,,,,,,,,
,,,,,,,81,,
,,,,,,,,199.5,
,-1.7,,,,,,,,
,,,,,,,69,,
,,,,15.6,,,,,
,,,,,,,,,257.6
,,,-115.6,,,,,,
,,,,,,,31.3,,
,,,,,,,,,29.9
,,,,,,,,,217.6
,,,,,,,131.2,,
,-2,,,,,,,,
,,,,,,,,168.7,
,,,,,,32.5,,,
,,,,,,74,,,
,,,,28.8,,,,,
,,,,,,,,,137.8
,,,,,,,,135.5,
-2,,,,,,,,,
,,,,,,179.5,,,
,,,-1.6,,,,,,
,,,,,,,107.5,,
,,,,,,,,,116.5
,,,,,,,,,395.3
,,,,,80.4,,,,
,,,,,,,,-36,
,,,,,,149.4,,,
,,45.8,,,,,,,
,,,,,,1.2,,,
,,,,,,,269.3,,
,,,,,,,,57.6,
14.9,,,,,,,,,
,,,,,,,,294.1,
,85.6,,,,,,,,
,,43.6,,,,,,,
,24.4,,,,,,,,
,,,98.3,,,,,,
,,115.1,,,,,,,
,,,117.4,,,,,,
,,,-7.3,,,,,,
,,,,,,81.3,,,
,,,,,,136.4,,,
,10.3,,,,,,,,
,,,,,,,151.6,,
,13.5,,,,,,,,
,,,,155.8,,,,,
,,,,,,,,,23.9
,,,,,,,-45.3,,
,,5.9,,,,,,,
,,,,,32.5,,,,
,,,,34.1,,,,,
,,,,105.2,,,,,
,,,,24.5,,,,,
,,,116.9,,,,,,
,,,108,,,,,,
,,,,,,84.4,,,
,,,,,61.2,,,,
,,,,,,20.6,,,
,,,63.2,,,,,,
,,,,,183.8,,,,
,,,,,,191.1,,,
,,89.1,,,,,,,
-12,,,,,,,,,
,,,,,-18,,,,
,,,,,,-5.2,,,
,112.7,,,,,,,,
,,,,,,,,-55,
,,,,,,,33.3,,
,,,,219.6,,,,,
,,,,,,191,,,
,116.8,,,,,,,,
,,66,,,,,,,
,,,-3.1,,,,,,
,,,,,,,,49.7,
,,,,21.7,,,,,
,,,,243.8,,,,,
,,-1.8,,,,,,,
,,,,,,,,,22.2
,,,,,,,,56,
,,,,,,42.4,,,
,,,,,,,,,151.3
,,,,,,,,,-16.3
,,,,,81.1,,,,
,,,,,,99.3,,,
,,-2,,,,,,,
,,,,182.6,,,,,
,,,,171,,,,,
,,,0.5,,,,,,
,,29.2,,,,,,,
,,,,,,101,,,
,,,,,,-59.8,,,
,,,,,,,,,150.2
,24.4,,,,,,,,
,21.1,,,,,,,,
,,,,,,260.8,,,
,,,,,119.7,,,,
,,,,159.7,,,,,
,,,,,228.6,,,,
,,,,,,59.4,,,
,,,,,,,133.4,,
,,,,,,74.4,,,
,,,,109.1,,,,,
,,,,,,210.8,,,
,,,,,,,184.3,,
,,,,,,49.7,,,
,,146,,,,,,,
-2,,,,,,,,,
,,,,84.5,,,,,
,,,,,91,,,,
,,,75.6,,,,,,
,,104.1,,,,,,,
,,,116,,,,,,
-1.2,,,,,,,,,
,,,,,,,,201.3,
,,,,30.6,,,,,
,,,,,-63.9,,,,
,,,,-67.1,,,,,
213.9,,,,,,,,,
,,,,101.5,,,,,
,,,,,,,209.6,,
,,140.4,,,,,,,
,,,,122.5,,,,,
,40.2,,,,,,,,
,193.9,,,,,,,,
,,,,,,398.3,,,
,,,,,,,164.9,,
,,,,,,,93.7,,
,,,,173.3,,,,,
,,,,,,,85.7,,
-24.8,,,,,,,,,
,16.6,,,,,,,,
,,,,,,146.3,,,
-1.9,,,,,,,,,
,,,,,,,,,74.5
,,,93.1,,,,,,
,,,,,,244.2,,,
,,,,,133.8,,,,
,,,,,,161.5,,,
,,,,,,,,122.6,
,,,,,101.7,,,,
,,,,39.3,,,,,
,,,,,,123.5,,,
,,,,,,,,,294.1
,,,,,,,,352.1,
,,,,,,62,,,
8.7,,,,,,,,,
-1.9,,,,,,,,,
,,,,,,,225.3,,
,,,,,,,284.7,,
,,,90.4,,,,,,
,,,,,,,,192.2,
-14.1,,,,,,,,,
,,,,,,,,186.1,
,,,,,,,,470,
,,177.3,,,,,,,
,,,,,,,,75.9,
,,,,,,,,246,
,,,,,,281.2,,,
,,,,,67,,,,
,8.7,,,,,,,,
,,,,,,,,197.7,
,,203.8,,,,,,,
,,,,,,,-1.1,,
,,,,,,,,199.9,
,,,,,66.9,,,,
,,,,,,,133.9,,
,,,,,,,,174.8,
,57.5,,,,,,,,
,,,,153.6,,,,,
,33.1,,,,,,,,
,,,,,56.9,,,,
,28.6,,,,,,,,
,,63.6,,,,,,,
,,,,,,,266.9,,
,,,,,,,,,246.3
,,,,,,,115.2,,
,,,,52.1,,,,,
,,,,,,221,,,
,,,,,,182.7,,,
,,,,,,,,,95.4
,,,,,,,,,250.9
,,,81.8,,,,,,
,,73,,,,,,,
,,,,,,,,,144.5
,,,,,,258.5,,,
,,,,,,,,62.4,
,,,,,,,134.1,,
,,,,,,199.6,,,
,,,,134.8,,,,,
,,,,,49.7,,,,
,,,28.9,,,,,,
-1.6,,,,,,,,,
,,,,,,,,147.7,
,,,,,94.7,,,,
,,,,,,146.5,,,
,,,,,,,,222.7,
,,,,,,,,,209.3
,,119.8,,,,,,,
,,,,32.2,,,,,
,,,,,,,,,167.1
,,79,,,,,,,
,,64.7,,,,,,,
30.6,,,,,,,,,
,,,,,,20.3,,,
,,,,176.5,,,,,
,,,,,,61.9,,,
-80.7,,,,,,,,,
,,,,,,,77.8,,
,106.9,,,,,,,,
,,,91.1,,,,,,
,,,160.7,,,,,,
,,,40,,,,,,
,,,79.4,,,,,,
,,,,,,,57.3,,
,,90,,,,,,,
,,,,,,,,,243.9
,,,,187.9,,,,,
,,,,,,,,113,
,,,,,,,,110.7,
,42.7,,,,,,,,
,,,,,70.5,,,,
3.7,,,,,,,,,
,,,,185.8,,,,,
,,,,-6.8,,,,,
,,,,135.1,,,,,
,,,,,,,154.6,,
,,,,120.7,,,,,
,,,,,,191.7,,,
,48.4,,,,,,,,
,,,,,19,,,,
,,,188.4,,,,,,
,,,,,108.7,,,,
,,,,,,123.1,,,
,,,,88.5,,,,,
,,,,,84.3,,,,
,,,,22.5,,,,,
,,,,,,,,175.3,
,,,,,,,184.7,,
,,,,,,,,110,
,,,,54.8,,,,,
,,75.7,,,,,,,
,,,204,,,,,,
,,8.6,,,,,,,
,,43,,,,,,,
,,58.9,,,,,,,
,,,,,,-134.9,,,
,,,,81.8,,,,,
,,,,,,,,,356.8
,,,,,,,,112.2,
,,,,-137.6,,,,,
-3,,,,,,,,,
,,,,,,,132.4,,
,,,-7.1,,,,,,
,,61.8,,,,,,,
,130.3,,,,,,,,
,,,,,,,,-30.2,
,,22.7,,,,,,,
,,,,,,,,,210.2
,,,110.4,,,,,,
,,,73,,,,,,
,,,,,169.2,,,,
,,,,,117,,,,
,,,112,,,,,,
,,,,,,,,105.3,
,,,,41.2,,,,,
,,,,,,,155.2,,
,,,,,,,,,208.4
,,,,70.1,,,,,
,,150.9,,,,,,,
,,,14.5,,,,,,
,,,,94.2,,,,,
,,,,,,,216.7,,
,,,,,142.3,,,,
,,,,66.6,,,,,
,,,,,70.3,,,,
,,,,,,,,137.3,
,,,36,,,,,,
,,,,,,,-8.9,,
,,,,,128.9,,,,
,,,,,,,,,204.2
,,,,,,,163.8,,
,,,,,80.9,,,,
,,,,,,145.7,,,
,,,,,23,,,,
,,,,,,,,,319
,,,,78.3,,,,,
-1.9,,,,,,,,,
,,,,,,,,,-31.6
,,,,239.9,,,,,
,,,,,40.5,,,,
,,,37.4,,,,,,
,,-4,,,,,,,
,,,,,,169.9,,,
,,,,,,,127.5,,
,115.7,,,,,,,,
,,,,,,,195.3,,
,,,,,191.9,,,,
,,,,,7.6,,,,
,,,,22.2,,,,,
,,,,,,53.2,,,
,,,,29.5,,,,,
,,,,,,,109,,
,,,,,25.3,,,,
,,,,,,,,,158.5
84.2,,,,,,,,,
,,,,,,187.6,,,
,,,,,162.6,,,,
,,60.5,,,,,,,
,,,,,,,214.6,,
,,,,,,,,,199.3
,,,272.7,,,,,,
,,39.2,,,,,,,
,,,,,,,286.3,,
,,,117.7,,,,,,
,36.5,,,,,,,,
,,107.4,,,,,,,
,,,,,-38.1,,,,
,93,,,,,,,,
13.2,,,,,,,,,
-13,,,,,,,,,
,,,,180.1,,,,,
,,,80.9,,,,,,
,125.3,,,,,,,,
,95.6,,,,,,,,
,,,305.7,,,,,,
,,,,313.6,,,,,
,155.8,,,,,,,,
,,,273.8,,,,,,
,128.6,,,,,,,,
-15.2,,,,,,,,,
,,,,,186.4,,,,
,,,134.7,,,,,,
,,,-47.5,,,,,,
,103.7,,,,,,,,
-2,,,,,,,,,
,,117.6,,,,,,,
,,,122,,,,,,
,,,,,,343.2,,,
,,,,151.7,,,,,
,,,,,40.6,,,,
,99.8,,,,,,,,
,,,,,,78.9,,,
,,,,172.7,,,,,
-2,,,,,,,,,
,47.1,,,,,,,,
,66.6,,,,,,,,
,,,,,,,234.7,,
,64.9,,,,,,,,
,,,,,122.6,,,,
,,,,75.4,,,,,
,,,40.1,,,,,,
,,,,297.6,,,,,
,,,,255.9,,,,,
,,,,,47.6,,,,
,78.3,,,,,,,,
,209.7,,,,,,,,
,,,,,264.2,,,,
,37.8,,,,,,,,
111.2,,,,,,,,,
,,,157.1,,,,,,
,,103.1,,,,,,,
,90.6,,,,,,,,
-1.8,,,,,,,,,
,,-15.9,,,,,,,
,,,,,,,170.8,,
,,,109.9,,,,,,
,,,,101.7,,,,,
,,,,288.5,,,,,
,,,,,117.7,,,,
,,,,,231.2,,,,
,131.5,,,,,,,,
,152,,,,,,,,
,,,,,,,86.6,,
,,92.3,,,,,,,
,,185,,,,,,,
26.8,,,,,,,,,
,,,264.4,,,,,,
,,23.6,,,,,,,
48,,,,,,,,,
,,78.1,,,,,,,
,,71.2,,,,,,,
21,,,,,,,,,
,,60.3,,,,,,,
,,58.6,,,,,,,
,,99.2,,,,,,,
43.4,,,,,,,,,
,,,84,,,,,,
,,,,,,,204.2,,
,,,165.8,,,,,,
72,,,,,,,,,
-22.4,,,,,,,,,
43.1,,,,,,,,,
,,42.5,,,,,,,
,,,80,,,,,,
,164.8,,,,,,,,
,,,,,222.3,,,,
,48.4,,,,,,,,
,,74.3,,,,,,,
,,,,,91.7,,,,
,,,,,,183.1,,,
,,,,,,188.1,,,
103.4,,,,,,,,,
,,20.7,,,,,,,
,,,,,,-83.8,,,
,,,,,,,,153,
,129.8,,,,,,,,
,,70.3,,,,,,,
,88.8,,,,,,,,
,,,,,444.5,,,,
,,,,,,,,75.1,
,,,,,174.2,,,,
-30.7,,,,,,,,,
,,,,,,,149.5,,
,37,,,,,,,,
,,237.6,,,,,,,
122.6,,,,,,,,,
175,,,,,,,,,
138.4,,,,,,,,,
,,,,60.7,,,,,
,,128,,,,,,,
,,,,,,,,266.9,
,,,,,161.5,,,,
,82.1,,,,,,,,
,,,123.9,,,,,,
,,183.1,,,,,,,
,63.6,,,,,,,,
,73,,,,,,,,
,,,180.3,,,,,,
-2.6,,,,,,,,,
,,,,,261.1,,,,
,,275.6,,,,,,,
,,,,,,122.1,,,
,,,161.4,,,,,,
,,157,,,,,,,
,,117.5,,,,,,,
,,345,,,,,,,
-223.7,,,,,,,,,
38.6,,,,,,,,,
,,,,,,,185.4,,
,,37.3,,,,,,,
,,,,,-2,,,,
,37.1,,,,,,,,
,53.4,,,,,,,,
32.5,,,,,,,,,
,63.7,,,,,,,,
,-4.9,,,,,,,,
16.9,,,,,,,,,
,,,131.6,,,,,,
111.1,,,,,,,,,
,,,,48,,,,,
,,,,318.3,,,,,
,,95.6,,,,,,,
,,,,,196.3,,,,
,,,141.3,,,,,,
,,48.4,,,,,,,
,,,47.5,,,,,,
-9.1,,,,,,,,,
,,,,101.9,,,,,
,,,,187.1,,,,,
84.4,,,,,,,,,
,,172.8,,,,,,,
,,,,,87.1,,,,
,,,,,,148,,,
,,,35,,,,,,
67.6,,,,,,,,,
,,,137.4,,,,,,
,,,,120.1,,,,,
,36.3,,,,,,,,
48.1,,,,,,,,,
,,,181.9,,,,,,
,,175,,,,,,,
25.3,,,,,,,,,
,94.7,,,,,,,,
,,,,,-43.7,,,,
,72.4,,,,,,,,
,,,,,-5.9,,,,
,95.4,,,,,,,,
,195.6,,,,,,,,
3.2,,,,,,,,,
,,85.7,,,,,,,
,101.3,,,,,,,,
,-33.1,,,,,,,,
,,,95.4,,,,,,
,,-43.9,,,,,,,
,46,,,,,,,,
,,,,,,88,,,
-2,,,,,,,,,
,,,136.2,,,,,,
,178.3,,,,,,,,
,0.8,,,,,,,,
,106,,,,,,,,
,,103.9,,,,,,,
,165.6,,,,,,,,
-2,,,,,,,,,
,85.6,,,,,,,,
,6.6,,,,,,,,
,,139.3,,,,,,,
,,50.7,,,,,,,
7.5,,,,,,,,,
,,,,92.8,,,,,
,,122.4,,,,,,,
51.3,,,,,,,,,
47.8,,,,,,,,,
,,,,,209.9,,,,
,,,,164.9,,,,,
,,,,,155.5,,,,
44.6,,,,,,,,,
216.9,,,,,,,,,
,,120.7,,,,,,,
,86.2,,,,,,,,
,,,,,,88,,,
,,,,25.3,,,,,
,,,,44.5,,,,,
,20,,,,,,,,
,,46.5,,,,,,,
,,,,141.7,,,,,
66.1,,,,,,,,,
,184.6,,,,,,,,
,,,284.7,,,,,,
,,77.7,,,,,,,
,,,,,,,,,181.2
,160.2,,,,,,,,
15.5,,,,,,,,,
,,159.5,,,,,,,
44.1,,,,,,,,,
,,43.1,,,,,,,
,,,,132.4,,,,,
41.4,,,,,,,,,
,61,,,,,,,,
,190.7,,,,,,,,
,,,,,,,105,,
75,,,,,,,,,
15.2,,,,,,,,,
,-13.5,,,,,,,,
89.5,,,,,,,,,
,,,,,,,260.4,,
,,139.9,,,,,,,
,,,43.4,,,,,,
,,,254.6,,,,,,
,,,93.9,,,,,,
,,-22.2,,,,,,,
,75.6,,,,,,,,
,,,,,159.9,,,,
,,,,,,150.1,,,
70.1,,,,,,,,,
,,,,,189.8,,,,
,,,,23.2,,,,,
,,,,,21,,,,
,281.7,,,,,,,,
,,,90.3,,,,,,
,70.8,,,,,,,,
,,,138.3,,,,,,
,,,,,,,224.4,,
,,194.2,,,,,,,
,,,-220.8,,,,,,
,,,,,189.5,,,,
-0.4,,,,,,,,,
-18.7,,,,,,,,,
,,,,181.5,,,,,
22.8,,,,,,,,,
,,,,,177.6,,,,
,,,,,,,,424.4,
,,,,81.3,,,,,
41.2,,,,,,,,,
,63.5,,,,,,,,
,108.5,,,,,,,,
,97.7,,,,,,,,
,,,4.5,,,,,,
,,,,-19.9,,,,,
,,,,75.9,,,,,
,-32.1,,,,,,,,
,,,,,,,291.5,,
138.2,,,,,,,,,
,,,143.6,,,,,,
,,,179.6,,,,,,
30.7,,,,,,,,,
,,96.2,,,,,,,
54.4,,,,,,,,,
,,,68,,,,,,
,,,,,,123.2,,,
,,,,,,374.2,,,
-73,,,,,,,,,
-30.8,,,,,,,,,
,,,,165.7,,,,,
,,,22.5,,,,,,
,127,,,,,,,,
,66.8,,,,,,,,
,,,49.6,,,,,,
,129,,,,,,,,
-51.3,,,,,,,,,
,27.9,,,,,,,,
,,83.2,,,,,,,
57.8,,,,,,,,,
,,50.6,,,,,,,
,102.6,,,,,,,,
,82.4,,,,,,,,
,-66.9,,,,,,,,
,,,,,148.8,,,,
,,224.9,,,,,,,
,,,,,255.6,,,,
,,,,58.5,,,,,
