r15,r20,r25,r30
172.6824375,128.8460235,94.01173793,68.63331619
840.682094,700.630091,525.2666321,379.6192047
932.9741364,619.7487401,402.4615681,268.9158593
144.5592613,95.6614375,65.00771704,45.96985653
1060.032973,612.3163747,370.7406815,240.9507977
43.41266352,23.00451216,10.84724262,3.519615584
443.9914224,252.7924253,149.2002682,94.02273702
155.5302542,86.07136571,51.19955224,32.86072094
466.6751026,322.4999723,220.1639689,152.5860645
537.2795304,352.7018593,234.1139833,160.1254272
277.7381328,227.3672622,170.4942213,123.7441624
123.7137172,66.54698316,38.04561016,23.02771141
259.9030169,152.7352429,95.10987764,63.62648304
303.2236365,219.2671136,160.7414826,120.6734493
362.5623879,212.1082623,126.7825165,79.40163387
253.5600362,139.8859595,81.82630603,51.3071566
304.9014047,208.0525678,137.4099939,92.41948953
653.6142244,522.9724784,400.9026438,304.455688
29.62343441,20.441445,13.23857768,8.342391161
309.394792,159.7888097,89.00355409,53.96768317
396.2107858,247.2995343,165.5694559,118.8373979
279.066616,179.2632824,123.398895,91.0149132
293.8783305,159.4380009,98.93192557,67.41302467
323.0131186,220.6675193,145.3214922,97.359029
378.3178861,271.2363842,195.4700756,144.4314057
417.0995929,240.0930677,139.3765862,85.13050426
283.0851776,187.8597489,127.5657689,90.22168367
349.8324612,185.0253045,104.9999693,64.92427427
438.1984827,269.1810474,176.5135468,123.4559061
271.6445812,176.9239856,119.5860515,84.7243765
343.3591204,194.7650896,121.9239646,84.80392715
332.7234169,190.6810527,122.993872,86.79890573
220.383462,134.201861,84.8455574,56.96649511
417.71335,326.6870347,245.6184287,186.2052317
178.2723664,125.967753,89.82329086,65.53449076
149.8351192,91.54036198,57.25808744,37.6079792
510.2555464,140.6096197,69.16329616,42.88359306
414.2631841,231.7735451,153.5128948,113.2659584
520.6064533,339.1515107,227.9893246,162.7485053
269.0105574,113.0495478,55.51104047,31.87938348
198.5244759,106.8132324,60.15119756,36.20787139
370.6398442,142.2805187,74.40753672,48.52067353
447.2107825,329.5436519,231.4925578,162.7380478
719.6288195,382.7254281,232.9462521,159.890974
306.7452265,214.8754927,150.7551571,108.3081951
293.7769865,145.2732416,78.00609087,46.37429145
257.2036378,166.3277425,108.4714105,73.1064531
181.5872683,109.282388,70.55658123,48.66200226
569.1355548,349.0394242,232.2371948,165.4709091
306.3999326,201.4616923,130.6880967,87.34993195
384.2792988,183.5355249,108.5953538,72.77232893
360.9850936,162.7239633,95.93023603,65.92885029
621.5804259,430.1714834,306.6307843,226.4249098
401.7503164,224.2473923,133.2968275,85.89513152
521.2658613,342.2441152,231.1520949,163.4852791
29.15923437,12.27455283,4.523667549,0.996900324
245.2704353,126.2343319,76.81065692,53.29070413
117.0218631,60.26314158,34.19294983,21.42056597
468.4565528,347.6982606,244.1190729,170.0009106
321.4242087,225.3326761,159.6436097,117.7249784
677.2700745,515.9292801,386.9452542,295.6546299
281.6499889,201.3565173,147.616686,112.3715122
3.810953335,-3.042072425,-5.898911161,-6.86994243
475.5491529,319.4991895,219.1170448,153.7808186
151.6868088,88.84133254,56.20936464,38.51275772
199.632566,71.14017082,41.2813535,28.62742273
276.1796917,169.7978163,110.4180666,76.37021511
335.4034108,143.6324637,81.00192052,53.29047203
213.9717085,113.8533726,67.06962742,43.9411485
276.4125745,165.6206059,105.7974567,72.04346526
364.879437,246.7459146,163.4848941,112.1138904
133.1291783,74.73557462,46.26495876,31.48826295
193.5042225,105.8451775,64.04337423,42.0495979
354.0852202,227.8192756,150.5070376,103.7748504
610.5658036,398.742551,265.7858703,186.1148438
527.6461514,396.1583265,281.8648283,198.911241
88.23093236,59.1793827,39.3242951,26.95053393
300.4224685,151.3863209,91.41540181,63.25468572
413.1582313,305.6495616,223.0202061,167.0820834
411.2488397,254.6889824,166.4625728,115.2801257
177.7739659,116.1430977,79.70018949,57.26332072
214.5601711,125.4041226,78.1207709,52.32920836
416.0230545,313.2209011,222.7203481,155.9290444
480.2853015,350.985588,248.8229304,177.5701307
458.694631,197.2164121,118.2686535,82.87658813
817.2692983,617.5346733,444.6133461,319.2874014
350.096667,257.1899002,185.7758838,135.430586
285.2156057,118.0606055,70.80454198,50.39844617
552.7029864,367.793643,246.1139383,170.659242
162.9879277,107.1007471,72.26297571,50.39612899
154.3978189,87.90087622,52.793338,33.91755616
173.5463561,114.7809091,75.45084176,51.03562725
101.6044192,62.76447588,39.93849622,26.85507146
215.601907,107.6205188,58.48866363,34.64985629
273.7244187,146.8311603,79.42903287,44.61976203
214.8588131,124.190073,72.54796162,44.26995636
763.2950745,555.6829836,404.0795634,302.6956201
360.1564804,390.9958358,353.6569486,292.2746414
571.0844526,416.863091,308.0053428,232.1673901
451.6142262,341.2167674,245.2305775,175.5948934
207.0263175,119.7725168,74.75923332,50.4224277
211.6253584,128.7884302,84.58264332,59.96753383
395.6197624,254.2411332,168.6246289,117.3398055
407.7099997,183.0596894,101.6255288,65.69055145
22.40677279,11.72452406,4.967368897,1.296711186
485.6089591,317.6051728,210.4785472,144.0463793
517.6472118,307.4279433,193.4376856,131.9554892
471.0746741,209.5587908,119.194282,78.84119498
329.3060876,200.9382342,130.9494496,91.6438183
275.9943372,154.2688265,97.14602149,67.23740981
114.7085163,66.45134172,41.13768521,26.77306213
454.4567021,297.0664655,193.0736402,128.6693905
431.9354208,250.16825,147.1982857,91.27911014
729.3339213,481.9411374,337.739058,248.5436443
406.6811467,235.5698116,145.3715549,96.75414569
170.0572431,122.1909129,87.31924373,63.2249352
218.5611741,155.0840612,107.4896054,76.11760977
197.8936454,146.6487824,108.4975215,81.81434531
332.8514269,188.8621168,122.1526607,86.91070515
409.5868592,248.8499839,164.2959667,115.5719207
523.8706242,281.2217241,169.2944636,112.9321674
460.3687031,250.9646069,157.0745087,108.973535
465.8037798,253.8307335,137.3985034,77.59857472
1147.860497,593.7568649,339.8459816,214.3169893
224.0014471,132.5238468,83.5999253,56.53298533
248.9914684,104.1783764,53.45329316,31.91253289
297.9148492,240.9049615,190.5845682,151.5021279
393.4009101,183.5214687,105.3475047,69.43503928
272.1967853,146.8283401,88.17940858,58.29659984
388.037346,273.3856827,187.4553183,129.3947342
505.2768499,238.4862085,132.6664657,83.69645488
71.27400573,42.40300012,26.72128236,18.30874323
426.7825873,275.4126661,176.0247652,115.7001065
383.0831317,237.446067,150.5370422,99.86292203
278.2314944,171.7037166,115.0321745,82.27973641
21.53216577,0.484469881,-5.459140003,-6.949210168
190.0121432,124.443061,78.97059937,50.62878268
401.9928147,231.8418111,138.8115062,88.36231004
286.2410761,156.3886063,98.18577513,67.82514305
101.3389018,39.10960628,14.31931695,3.875804796
267.1993977,143.9031777,90.65678786,63.60601402
302.9955953,178.0976029,109.0735514,71.55003727
282.2118638,165.24998,95.88366103,56.98313085
207.3802431,135.7548364,91.54951489,64.3509415
235.2466285,157.7028592,107.9415838,77.16298956
363.7914076,199.257114,125.5662313,86.82497872
338.0149085,205.241683,128.0981983,84.67496965
527.4006696,307.4727147,198.5644742,137.9661197
232.124784,137.6050749,86.09591592,58.12352785
736.8781378,382.9877411,230.5586375,154.4807171
186.6209983,109.5059625,67.36651808,43.79047192
566.6187491,358.1143148,246.2479076,179.9528455
667.4034187,425.9767152,269.0201496,174.5686528
397.0285105,230.304199,142.0042355,93.8138983
133.6380714,62.12017035,32.20611399,17.93676704
824.0724269,453.1198337,271.1861611,175.5340386
441.6234651,294.6226593,192.7951281,129.6459553
451.035243,235.2709972,134.2494651,84.3962259
443.9407665,235.796394,151.6932041,107.2535617
306.6042126,213.9569911,146.3820848,101.5405789
430.5102607,219.532826,137.8841535,99.52199873
153.2159058,94.03153689,59.074361,38.61702027
225.2077287,94.51619231,56.36003915,40.16548619
943.0145286,539.8493818,322.824414,205.7493196
210.7193081,131.1814291,85.0322861,57.46215827
277.7085706,186.4103231,123.7695336,84.57506723
289.3790867,144.9843376,77.97023524,45.2439928
137.3866358,96.68412321,69.93809004,52.67791122
255.2542167,145.429616,88.31007311,57.59676258
296.9911972,230.413505,178.373379,139.2622011
454.3867768,337.4828151,246.826124,184.5124742
673.1298944,520.9551767,393.41491,300.4032415
291.0310729,188.9674685,118.5895696,74.90365155
426.2036606,197.7467555,114.9026233,78.08596142
543.3871248,357.6881011,254.9998961,193.1795259
394.1276898,219.4116759,130.0634276,84.40929165
310.6086151,194.3244204,116.3051225,70.25375448
523.4032125,403.6093535,300.7871722,226.0021651
309.4542081,182.429051,120.0203504,85.78760595
-16.96961567,-15.51410135,-13.45354056,-11.40416895
153.553483,73.55288315,44.3009739,30.99726525
946.4553899,589.8051229,370.4641115,242.4141921
154.0153718,61.95359645,31.63204397,18.487002
190.4454329,127.4243688,81.49082617,52.15327706
614.6452355,232.4764516,138.3564725,98.35523984
372.5417529,224.8343121,145.2066037,99.50023832
548.2407647,257.9315238,155.9701357,109.0482961
692.4541722,464.2046963,314.9098331,222.9607139
309.6493979,145.4791771,80.89142453,51.96946109
747.0973247,464.5566996,293.8063185,193.0528691
135.6461674,60.56522135,32.09108958,19.94096433
202.1809806,84.35756921,44.37784395,27.03061007
223.9563277,194.8644627,161.9099714,133.1454292
197.9437089,111.669038,68.35771422,45.01421328
387.702136,264.1546924,177.6135458,122.2596683
470.1873114,385.5251147,303.6203871,238.6012543
134.5620138,76.74969798,48.30168563,32.58444046
243.3593876,137.1964729,81.68911714,52.03444552
277.0823314,222.8810405,166.7476649,122.537516
315.9399807,193.5246032,116.4845456,72.20436812
446.1721475,234.6784214,144.9734965,101.0002665
305.9432892,165.1819585,95.22031583,59.60415566
242.0457627,162.7414956,108.5401048,74.57157655
392.4272498,218.1715891,129.4767184,83.02347675
606.2581825,313.5304199,185.3905565,123.1473601
132.2084836,64.73797453,38.37975821,25.57541211
442.070266,376.3886042,282.8665572,202.5908279
273.1545951,181.2868429,124.0472094,88.65442484
424.8308803,128.3050536,69.15594719,46.7247837
101.2099698,34.16803352,5.221335819,-7.178627268
376.7895375,244.6446319,156.9527605,103.3010462
436.8383157,284.399257,190.9829175,133.5153256
538.44483,257.2995508,155.06121,109.7704216
663.5481181,366.4400916,215.1785529,137.9522977
412.2257275,260.7432143,179.1526489,132.7062513
452.8595698,320.1955455,233.6140061,179.6256612
517.0027968,296.0604207,172.8628582,106.4187667
510.35415,361.0304262,233.442168,148.730077
386.0956518,272.6120291,184.9294721,126.5957865
193.0664015,80.49930683,34.9134884,15.0010937
105.2824019,67.97824793,44.60281683,30.08348352
249.3412813,151.7140269,102.7991919,75.36309074
473.6378428,289.5932002,177.8630186,114.312873
420.8572227,189.3758895,115.7071343,83.51051563
365.1239836,153.1545822,84.33254208,55.97571002
478.714558,295.3464787,190.3470504,129.2992773
294.3624223,180.3577276,115.5359757,77.72754988
292.2658399,121.1569208,62.06559291,36.83423507
519.1638517,418.9177468,319.5042601,241.2348353
140.1842056,85.51033651,55.49448072,38.13900329
345.7278234,215.7787823,138.652999,94.29115024
415.4879353,249.3589775,166.4411901,120.7420278
312.8929673,194.3211265,127.3344802,88.3726621
198.5717769,78.74183872,40.96785636,25.13676032
312.6158757,179.3652149,106.4022339,65.68256962
299.6251163,173.7006656,102.5382338,63.88943222
319.741996,199.7938918,138.2610294,103.0891777
181.1344185,128.1385072,89.86578771,63.61836804
264.0269793,115.3279757,64.78079601,42.4416008
466.247015,280.4463933,175.0637863,116.9764403
584.1842745,347.7267071,209.7394443,131.6469507
409.1464713,322.9340401,260.680502,216.1677068
459.3284334,311.8849888,205.2909778,137.5697183
653.0738981,436.7911632,297.9272599,212.2210751
234.244493,141.7249923,97.41348494,73.47210863
154.9005166,100.4335273,66.84390875,46.56298385
525.7826114,424.3057287,310.5308076,222.4723689
208.5392996,106.000453,65.2133077,46.00614785
249.0871355,143.9889967,91.93871384,64.14377036
423.1024404,244.8062336,148.104105,94.99724288
273.7134457,172.2727995,116.4887549,84.26514492
222.9220435,149.2507981,93.28366753,57.50690301
643.0834373,398.7083767,271.720768,197.3388136
785.1742384,546.6208667,402.3028243,311.8736914
693.6994722,481.4417974,331.3817704,236.7208986
282.2469662,185.4540807,129.9317305,96.68088467
208.8703335,121.2357318,75.75849435,50.84794739
385.9418351,318.2127258,234.7397411,166.0242512
105.4175065,54.51973516,28.79099588,15.62973832
439.0720438,258.5599614,169.7253315,121.8105948
208.87096,84.99650149,42.11132792,23.87445299
224.278014,121.1838814,64.62764777,35.28813202
367.1073714,235.4737243,147.5025478,94.74341162
298.9938138,184.0106164,112.3384268,70.73007287
559.5777639,308.2226607,180.1097945,114.5247809
299.1705237,123.6580606,72.11749103,50.58465866
613.0502927,438.3899191,310.8623905,224.1977059
170.922866,115.4892522,79.14062175,56.57108662
500.134812,351.0817892,245.2527519,176.9446444
496.4435488,338.6150708,238.3680834,175.5005099
595.2087884,364.0528677,223.888931,144.251338
403.1593953,231.1226271,146.4408626,102.9047028
579.9873961,358.6482781,223.4283048,144.3188452
331.6559184,249.8318673,182.5162009,134.6908178
240.8012169,191.5162581,145.219293,110.2167086
343.5430154,158.5185939,88.89134316,57.34218759
47.27229536,26.42463852,14.55847471,8.15750661
167.746267,94.18985904,55.38730343,34.37539726
543.9043041,371.1067859,253.0837722,179.5555254
210.5089791,132.6232025,85.72784598,58.22490441
124.0324163,72.01839758,42.11709189,25.16274866
246.3500503,142.5525608,89.06674353,59.95455046
243.7307841,136.2976976,81.74720929,53.23200501
481.2843572,318.6113473,207.6275396,138.1693101
476.244339,276.6330296,179.6005883,128.3264601
440.5365648,293.0676377,209.0997282,155.9041579
294.3888018,208.2888133,139.1006534,92.90980673
310.1078186,137.7434078,79.85780456,54.73641803
204.6886199,136.295395,83.23171394,49.09364111
245.3372782,141.0879068,84.35517212,52.47883433
290.2996544,149.3377617,85.08978155,53.90236249
449.1912495,279.3612713,182.9175397,126.4131998
557.4538075,270.0042489,162.2599319,111.988432
72.14926009,28.09798536,7.714227196,-2.552962618
112.1528414,62.98566182,38.40277222,25.3106992
385.5471073,253.9004812,162.1717288,105.7270443
268.0275479,214.9688249,149.4788321,98.12611296
122.1890501,91.60619195,70.26658505,56.14424566
477.7773826,305.3145882,192.078074,124.8284952
182.4963285,104.6879433,62.46127546,39.95839106
512.0524382,262.3294633,145.4811585,88.83131273
98.48927652,67.48349491,48.34163743,36.42348489
536.0232039,400.1929351,286.6422138,205.878048
277.316737,146.7171606,82.37798545,50.0592255
492.9095617,334.9189326,222.5384268,150.4131788
147.6636755,42.91101102,20.62959647,12.64734662
256.8800046,168.0873397,110.8331941,75.75380552
338.6910553,144.2200699,77.10222278,48.31209828
382.2562595,171.2011652,94.03747937,59.661694
204.4269688,134.1687073,85.35432796,55.19153805
346.3545448,232.9956364,155.4326399,105.9856832
249.5129926,134.9623751,78.45183601,49.32020129
248.122013,131.3395844,84.76782358,60.89827052
245.2926834,138.654315,83.93471356,55.41436445
422.5225171,261.8992541,166.7140288,112.3864342
388.1181558,296.4577896,223.8567271,170.8493743
690.5315066,419.1840507,260.3325206,169.0162212
615.1343641,400.8966503,276.6950164,201.852804
228.6195032,141.0529344,92.17273793,63.92428719
442.7488822,262.711102,179.0629996,134.3029932
410.0153222,210.5145659,117.6328772,72.13903154
596.4447639,367.3786492,228.8874737,150.522176
150.8762779,100.149001,69.40074372,50.94128412
62.50908644,32.84776644,20.28476269,14.117097
423.9550276,238.6716119,144.7936582,96.38542445
213.8047041,122.1009728,79.32361897,56.35497561
656.9893894,473.4389111,345.0722683,258.5770876
257.5240936,161.7108653,101.1835464,65.21108235
240.1109078,82.78887457,46.30861486,31.84506425
248.3020426,143.1744148,87.45078761,57.0875426
291.0076737,183.9121574,119.1884611,80.35547285
208.82147,88.78146863,54.84097436,39.40766272
735.4251911,467.678193,302.2415274,206.1307628
404.8064559,224.3398116,127.8602374,77.72624427
227.5875076,96.05928717,50.69405917,30.87179521
172.8672304,99.52426393,57.86327659,35.44244856
69.66009494,39.11689571,24.930598,17.64228109
268.5851628,179.1375739,124.8175165,91.56437057
113.2671705,68.6667656,44.14392614,30.55817234
539.6808788,388.8933985,275.0414598,196.6916338
422.550426,255.0260385,157.8869613,102.7075172
228.9250804,150.6888383,102.956413,74.23328418
208.4052006,136.3714816,89.47802877,61.08388945
387.6439649,232.9673857,142.8190319,91.73380039
128.2620609,52.32854823,27.83821678,17.69218971
385.2011369,262.7875765,188.6982808,144.0241586
294.163386,157.6671959,94.77388151,62.80473583
380.3475378,175.0502511,100.0016498,65.20627109
392.2741517,261.3828096,174.1630716,120.4822033
466.7518291,323.0934075,231.6820533,173.443614
250.3233849,194.1545776,151.550613,121.1262693
527.137582,359.8688839,262.9791189,202.5379662
400.6833521,280.3144069,200.0554286,147.6367464
280.5151193,192.9870099,128.8555616,86.91402013
474.5768112,365.6579887,281.5129151,220.9876226
283.5098255,159.7130365,91.56752821,55.03311721
369.8963447,188.8784963,112.4241115,75.33116294
238.044837,172.8134588,121.3439186,85.76351583
185.0269203,101.1497627,58.52547371,36.0074131
130.1740061,70.68189088,40.09206183,23.66177522
384.7767225,175.8918146,98.37173762,63.65434711
585.8963952,397.5105446,265.1068066,181.1607211
494.4325402,269.8395083,173.157525,123.2972427
409.5992472,300.8361595,217.6824471,160.5411279
322.1460993,183.5518754,120.1272466,86.39103532
155.8095628,65.65159397,35.15105695,21.80398268
716.1024049,403.2951073,247.7884192,167.2787855
154.5441652,72.35331115,42.05539512,28.47796233
318.0466012,244.5607357,187.1163023,146.5806156
164.7734055,93.33670597,55.98564876,35.96845116
172.8895557,110.6828221,78.39315418,59.98889072
542.7978912,323.4930856,211.4909626,150.7333328
202.5100372,100.6898764,58.34548448,38.3122327
239.2159782,128.4771046,71.7265577,42.86755824
364.1907342,234.2179029,154.1061568,106.8972367
199.5759086,105.4320199,65.22167852,45.19112367
343.06921,252.5353634,177.780496,125.9520217
442.6350609,244.9408751,149.4018539,99.30671574
39.08740909,14.00486659,0.202155222,-6.83519637
282.2833713,177.9456693,117.9852355,82.49845128
514.5449589,262.609865,148.2573532,93.34309978
372.8483348,219.7720417,133.4617611,84.797915
565.8616724,389.7304446,266.6298465,187.5755464
297.1618958,219.78757,165.4328547,129.4772335
288.5017615,198.3064425,134.5944429,93.71521678
161.554038,74.07230267,39.9537762,24.44036651
548.4584425,376.6844536,257.3938411,182.570209
303.625615,197.6039839,130.6416917,90.53129484
692.4092391,433.9705586,273.1439489,180.4656808
317.8596386,197.9947069,133.153766,94.71498903
863.9230814,542.5842722,340.1506885,220.7947613
222.7542211,120.9953395,66.42694967,37.80313566
87.8693584,61.02824739,38.62496546,23.12130135
655.0081472,440.1712512,280.4580256,179.7289311
262.9818745,172.1921574,113.0802811,76.74617222
28.85609523,11.05532283,1.23013246,-3.110389747
313.5594141,178.9418228,108.1019702,70.65068623
247.206536,140.8892701,86.33254938,57.32951438
512.3100774,281.5145566,165.4147486,105.404729
304.6222201,210.7797536,153.1187111,116.7394536
101.6679097,65.61604654,41.5956051,26.32637814
619.0992172,424.0190046,294.3339281,213.2712378
191.4248732,113.0956758,73.96721231,52.1909747
273.2223818,130.3912047,76.69281356,51.44011132
247.4413835,150.0294817,101.1735074,73.5504196
314.8942087,98.09103498,52.58039456,34.57223909
259.5678002,160.4137506,101.200206,66.40350036
238.0550212,110.2163417,57.84061752,33.98552642
528.969717,324.8258534,212.6236507,149.0274356
407.0466195,154.8471238,73.18594222,40.6164702
455.7528947,251.5190741,149.2034147,97.05104642
747.4932485,562.0961047,433.6472841,342.9914229
513.5173225,375.5999428,270.6588903,196.5213893
358.6140527,227.8854939,142.0107191,89.9489426
320.4119301,182.2584381,110.961062,72.84513068
121.8695996,65.30614474,32.04375084,13.87902951
430.7637861,252.0266732,155.1847261,101.2383018
948.6838953,700.310011,472.9253602,310.955602
309.8114306,181.1344078,105.9295527,64.12079661
71.30935151,50.66461321,38.15012919,30.2769118
407.7301828,243.760873,154.9519185,104.6722627
395.3166472,150.7931478,88.45593241,62.0271561
305.4516737,162.8235358,92.34885738,56.62387794
258.5699005,156.4958951,102.4919184,71.79388093
202.2457088,104.9674107,72.161268,54.73642738
271.2461231,170.3648303,110.5318025,75.08595583
377.0429826,204.6699694,136.8100488,102.7225452
226.7386499,119.5918266,76.4228735,54.90140014
301.5486296,151.0589554,88.1597784,57.62555181
452.7537542,248.5056866,141.9862847,86.71465257
173.3336429,91.49588546,51.11255545,31.04224098
251.3820214,157.4472214,107.3823291,78.69138112
447.6317472,293.0294034,196.722515,137.5430325
542.6040353,331.0923213,214.7879854,148.1962091
193.1032275,141.6732004,106.3651126,82.64444154
437.5144403,230.3998614,147.7912072,104.3806215
649.8609535,540.7689688,426.3725195,330.9063868
449.7005443,269.8957506,165.2866483,107.0432527
241.0497474,142.0427991,88.48837808,59.12731049
268.0423561,148.9217959,88.78145816,57.27924633
420.1006438,238.1155313,148.2680313,100.1584123
594.682175,321.6995851,191.7252082,127.1343178
309.0783,214.8000509,148.5735011,104.9589364
428.3018983,240.627476,139.5356156,86.79235669
222.5900771,120.1676604,73.47503302,50.19940388
375.6344671,300.0841302,213.2783681,144.9215836
358.879381,197.7821125,119.6961881,79.13393645
195.0593108,91.00220407,53.95212006,36.60841689
1093.28048,750.1706886,502.5777394,340.1537446
243.0169191,138.2461902,77.84066956,45.41001632
239.0965979,152.2915992,97.61285435,64.66930785
201.3267325,130.1357225,86.4495746,59.77728222
150.7990967,80.70001934,49.1591669,32.96651325
444.5073137,278.9647545,179.6145541,121.7010916
360.5059389,231.4391726,152.6774633,105.889272
145.7089928,114.6934008,86.87439191,65.22198627
549.2128954,361.0470985,240.5660775,165.8287823
312.4215471,208.093691,145.6665263,106.8116567
150.7368255,71.47108299,36.36867002,19.51368467
504.7276335,292.441,184.9856667,127.5867467
92.23711883,56.88932047,36.09382164,23.63995066
425.2854738,218.5553016,122.8172114,75.87765437
-21.55087264,-19.57321185,-16.76832873,-14.04084842
261.2304644,131.1987204,71.31385207,42.45929687
376.4172119,262.9543656,190.2381887,142.8577195
113.7109535,60.78879542,31.75060513,16.19312927
90.73336814,59.53630453,37.0476992,22.77593223
247.77984,150.4127808,89.14990775,54.33647019
393.840345,268.8178638,175.4534128,115.3772401
182.444754,86.85359732,48.95466521,31.45201666
1126.703565,694.6623739,415.9783527,256.9901681
581.2613109,376.9264321,269.3093883,204.2672545
401.4452126,293.9916675,207.9587931,147.2629241
552.4598989,320.6016834,198.4917696,132.1524568
320.4544205,170.0473625,93.57974247,55.37868791
644.6369174,368.749094,220.6428035,141.5163325
379.7629817,187.4057088,107.0480199,68.71602823
264.9783484,129.7179501,79.31109106,56.07314142
464.5508485,258.9198409,152.0362667,96.6547101
249.2795382,159.3948699,112.1770702,84.50384432
229.7014332,122.8516516,76.35441506,53.11431805
501.9086995,400.6259349,299.6161937,220.9357654
149.256063,73.34203689,41.40218232,25.37050316
647.0253008,375.9253537,223.6117457,140.3607684
534.125121,337.6079334,218.33422,147.2330815
368.0042925,285.8609779,210.8075667,154.210697
384.8968509,158.0133013,93.75842745,66.04369693
263.376773,171.271979,112.8519217,77.54304949
292.263197,142.9299696,83.04799028,55.62184601
230.3270179,104.713035,56.580922,34.34757756
214.9874171,131.962013,85.32178357,58.43071508
438.738449,374.0862032,272.6414835,182.9625775
252.0576565,161.2267205,105.3128027,72.00624472
138.3852933,70.86610514,35.48986057,17.53306742
241.7365342,158.6488929,108.4794877,78.51264354
112.8523573,57.58474784,31.96600013,19.44029922
127.2143915,53.17637816,27.83492252,16.84714106
422.8963674,314.6239088,235.8363629,180.8091701
342.1167185,154.6816387,81.61380114,49.24811724
576.9580925,448.2175776,336.2801261,251.6096247
452.1417542,229.438539,129.8875956,81.64763151
917.205913,647.7135714,462.9611391,343.4364139
283.5975566,102.7305425,62.39364465,45.74608919
373.0410368,259.6904671,184.9244669,137.6966793
137.5508956,102.8850608,77.33091419,59.30738182
732.6714739,494.9245294,336.1040055,238.6034179
292.8725042,179.2022064,115.2878109,79.05022065
458.9990088,303.0406427,209.9341749,151.7091862
397.2690209,276.0673865,192.9806391,139.7017224
295.5021103,178.3840403,114.5871245,78.42133153
80.4552518,54.75493586,38.66838514,28.41427568
457.4863403,190.3289368,115.8568561,82.39948028
247.9788213,151.248667,95.4405115,64.09007194
305.4477145,169.5976193,102.5607336,67.53386788
341.8237856,243.0612745,171.634928,123.3523405
344.5836602,264.5804169,203.727304,160.5145077
57.70672538,27.20222124,12.69776746,5.304365838
393.4300227,255.9279452,172.1007585,121.6813015
614.7266591,518.0695135,416.2086859,327.5426285
468.5930471,245.7685206,149.2003413,102.0198757
289.0198288,132.4015124,74.33770843,48.71357074
182.8797931,102.12738,61.08507399,39.20679309
559.1040106,302.8721319,182.7543878,122.2909565
236.2790057,125.9813247,73.99301844,47.59618632
300.6207268,199.5643518,136.8587188,99.27544342
293.2788071,156.842751,90.94405227,57.45313476
657.7252382,367.5338007,202.053674,115.0420998
569.997242,460.5620305,363.2048569,286.80703
394.4518382,292.5680799,208.2120732,149.4394096
260.6200392,142.4226986,76.05909455,41.07899739
186.1788368,101.5885622,59.54900295,37.44214601
323.0612837,185.0153858,114.5854019,77.01446498
250.1225864,111.4030063,59.89129613,36.90054051
281.2835465,175.944647,112.4034143,75.30558579
544.4918017,397.12811,295.2676839,227.1960178
531.4325712,393.7912723,255.2315721,156.0732568
599.7285029,430.7691065,304.0776592,218.3129428
229.4949433,126.5498939,74.20555136,47.96426276
-112.9311586,-88.51501845,-69.03918874,-54.91978538
185.1215502,90.29837995,54.37955973,37.23819645
219.1319539,119.5515426,67.41914901,40.08546258
328.9018501,205.3174312,129.2011573,84.45145858
210.2760204,143.1253578,90.93992425,57.01853262
372.0272818,178.0111603,101.6512081,66.90710334
626.9467685,405.4920999,283.8324573,211.715871
221.3686777,119.5874233,70.56444716,45.31699258
298.3099475,165.3498152,99.63279074,65.35049515
377.8420489,233.2607564,146.009927,96.48215607
787.1115724,510.8225441,335.6311277,229.9125585
310.5256048,230.5461262,171.0019523,129.0809087
416.0280374,212.3244017,123.9880063,81.17005719
318.142855,211.5637269,147.598329,108.8672501
436.9259105,292.6503144,193.8571936,131.9365574
119.5978013,98.29769904,73.02058633,52.21668338
300.2496176,192.0837216,135.281781,102.9379892
367.3167485,237.7817221,155.9968979,105.9810372
501.1918089,307.1206139,204.0267644,144.5386015
626.0131969,400.9950047,258.5834925,175.0968585
298.9852465,171.2698532,106.3503663,72.40137778
342.8035641,278.4690438,220.7741784,174.5755264
206.1278449,123.1910667,70.85681931,40.73851823
488.5799669,293.8092889,202.7505479,152.1594039
126.2723991,87.1825645,62.23122148,46.18696808
644.6751008,304.9302601,169.225056,107.7828685
264.9515538,216.6663772,168.3147405,129.8979263
276.0444592,190.3211071,130.2536125,91.08274856
594.088109,410.759585,288.8761877,210.6642971
179.9236327,101.0849765,56.49404448,32.26456306
249.2699402,159.6870954,102.269954,67.57807807
350.2734283,174.0633604,90.59599362,50.57241269
608.0599859,354.4525403,224.0860567,153.9329687
472.0483378,275.7420817,174.9846729,120.523569
255.2903724,178.1116142,124.7562743,89.97141478
445.8795491,273.0781926,175.3390738,120.8520802
561.2480148,416.9048477,313.014279,240.3400408
374.8243242,296.9847875,227.3494889,173.878479
247.3180895,187.3631183,137.1562067,101.4166284
155.117288,109.6979416,74.51940159,50.75343646
168.804261,106.7475544,66.65130782,42.55359045
499.5250886,421.5030596,327.2733025,247.0463386
658.6785629,380.0290746,246.3907789,174.7791016
411.3008904,290.5196374,189.0760455,120.2403959
129.4617635,77.30984709,51.83897353,37.9382713
829.4060446,559.0132605,385.4570811,278.1846915
348.0507582,283.8460746,206.294974,143.8117892
589.2780026,326.62667,194.0697873,125.0570752
188.7389393,75.13352789,46.07867717,33.67214252
179.9676311,82.675314,47.43641523,30.37611801
236.4247491,115.9435585,66.73912765,43.81883211
